0 46 8010 46 8010
1 7 700 7 700
2 0 0 0 0
3 31 3020 31 3020
4 24 2336 24 2336
5 5 516 5 516
6 0 0 0 0
7 0 0 0 0
8 0 0 0 0
9 0 0 0 0
10 0 0 0 0
11 0 0 0 0
12 3 348 3 348
13 0 0 0 0
14 0 0 0 0
15 0 0 0 0
16 6 616 6 616
17 0 0 0 0
18 45 8070 45 8070
19 2 184 2 184
20 78 11018 78 11018
21 0 0 0 0
22 0 0 0 0
23 0 0 0 0
24 3 380 3 380
25 0 0 0 0
26 5 644 5 644
27 19 3676 19 3676
28 0 0 0 0
29 0 0 0 0
30 44 9506 44 9506
31 30 2760 30 2760
32 0 0 0 0
33 0 0 0 0
34 42 7802 42 7802
35 0 0 0 0
36 27 5502 27 5502
37 40 13984 40 13984
38 0 0 0 0
39 29 2852 29 2852
40 0 0 0 0
41 8 912 8 912
42 0 0 0 0
43 25 2468 25 2468
44 0 0 0 0
45 3 428 3 428
46 34 3384 34 3384
47 0 0 0 0
48 0 0 0 0
49 0 0 0 0
50 0 0 0 0
51 9 1156 9 1156
52 0 0 0 0
53 0 0 0 0
54 0 0 0 0
55 0 0 0 0
56 0 0 0 0
57 7 764 7 764
58 0 0 0 0
59 0 0 0 0
60 9 980 9 980
61 0 0 0 0
62 0 0 0 0
63 19 4206 19 4206
64 22 3544 22 3544
65 25 2308 25 2308
66 0 0 0 0
67 42 4408 42 4408
68 0 0 0 0
69 3 380 3 380
70 3 476 3 476
71 0 0 0 0
72 19 3676 19 3676
73 0 0 0 0
74 0 0 0 0
75 0 0 0 0
76 9 996 9 996
77 0 0 0 0
78 3 380 3 380
79 3 428 3 428
80 0 0 0 0
81 0 0 0 0
82 25 2356 25 2356
83 0 0 0 0
84 0 0 0 0
85 0 0 0 0
86 0 0 0 0
87 0 0 0 0
88 0 0 0 0
89 0 0 0 0
90 0 0 0 0
91 0 0 0 0
92 16 1696 16 1696
93 6 648 6 648
94 0 0 0 0
95 0 0 0 0
96 0 0 0 0
97 0 0 0 0
98 3 380 3 380
99 0 0 0 0
100 0 0 0 0
101 18 4074 18 4074
102 67 17150 67 17150
103 0 0 0 0
104 61 8436 61 8436
105 0 0 0 0
106 3 428 3 428
107 0 0 0 0
108 9 1236 9 1236
109 0 0 0 0
110 0 0 0 0
111 0 0 0 0
112 0 0 0 0
113 0 0 0 0
114 0 0 0 0
115 0 0 0 0
116 38 3688 38 3688
117 0 0 0 0
118 0 0 0 0
119 0 0 0 0
120 0 0 0 0
121 0 0 0 0
122 0 0 0 0
123 0 0 0 0
124 0 0 0 0
125 0 0 0 0
126 0 0 0 0
127 0 0 0 0
128 3 380 3 380
129 0 0 0 0
130 0 0 0 0
131 0 0 0 0
132 0 0 0 0
133 5 548 5 548
134 0 0 0 0
135 0 0 0 0
136 0 0 0 0
137 0 0 0 0
138 6 856 6 856
139 29 2788 29 2788
140 33 3076 33 3076
141 0 0 0 0
142 0 0 0 0
143 0 0 0 0
144 0 0 0 0
145 0 0 0 0
146 0 0 0 0
147 0 0 0 0
148 0 0 0 0
149 0 0 0 0
150 0 0 0 0
151 0 0 0 0
152 0 0 0 0
153 16 3826 16 3826
154 33 8004 33 8004
155 0 0 0 0
156 27 2764 27 2764
157 0 0 0 0
158 0 0 0 0
159 0 0 0 0
160 0 0 0 0
161 0 0 0 0
162 3 156 3 156
163 0 0 0 0
164 0 0 0 0
165 0 0 0 0
166 0 0 0 0
167 0 0 0 0
168 0 0 0 0
169 0 0 0 0
170 0 0 0 0
171 0 0 0 0
172 3 380 3 380
173 0 0 0 0
174 0 0 0 0
175 0 0 0 0
176 0 0 0 0
177 0 0 0 0
178 0 0 0 0
179 3 156 3 156
180 0 0 0 0
181 0 0 0 0
182 0 0 0 0
183 0 0 0 0
184 0 0 0 0
185 0 0 0 0
186 0 0 0 0
187 0 0 0 0
188 0 0 0 0
189 0 0 0 0
190 0 0 0 0
191 0 0 0 0
192 0 0 0 0
193 0 0 0 0
194 0 0 0 0
195 0 0 0 0
196 47 11246 47 11246
197 3 156 3 156
198 0 0 0 0
199 0 0 0 0
200 0 0 0 0
201 0 0 0 0
202 0 0 0 0
203 0 0 0 0
204 0 0 0 0
205 0 0 0 0
206 0 0 0 0
207 0 0 0 0
208 0 0 0 0
209 0 0 0 0
210 0 0 0 0
211 0 0 0 0
212 0 0 0 0
213 0 0 0 0
214 0 0 0 0
215 0 0 0 0
216 0 0 0 0
217 0 0 0 0
218 0 0 0 0
219 0 0 0 0
220 0 0 0 0
221 0 0 0 0
222 0 0 0 0
223 0 0 0 0
224 0 0 0 0
225 0 0 0 0
226 0 0 0 0
227 0 0 0 0
228 0 0 0 0
229 0 0 0 0
230 0 0 0 0
231 0 0 0 0
232 0 0 0 0
233 0 0 0 0
234 0 0 0 0
235 0 0 0 0
236 0 0 0 0
237 0 0 0 0
238 0 0 0 0
239 0 0 0 0
240 0 0 0 0
241 0 0 0 0
242 0 0 0 0
243 0 0 0 0
244 0 0 0 0
245 0 0 0 0
246 0 0 0 0
247 0 0 0 0
248 0 0 0 0
249 0 0 0 0
250 0 0 0 0
251 0 0 0 0
252 0 0 0 0
253 0 0 0 0
254 0 0 0 0
255 20 4258 20 4258
256 24 3648 24 3648
257 0 0 0 0
258 3 380 3 380
259 29 2852 29 2852
260 0 0 0 0
261 0 0 0 0
262 16 1680 16 1680
263 0 0 0 0
264 0 0 0 0
265 0 0 0 0
266 3 348 3 348
267 0 0 0 0
268 0 0 0 0
269 3 348 3 348
270 0 0 0 0
